Thread Type,Material,Size,Connection,QTY, Price ,"OFFSET
Factor","LONG PART >180""
Factor","LONG PART >120""
Factor",
BTC,Carbon Steel / KSI  > 110,4.5,Per 2 ends,1,1118.00,1.35,1.15,1.1,
BTC,Carbon Steel / KSI  > 110,5,Per 2 ends,1,522.00,1.35,1.15,1.1,
BTC,Carbon Steel / KSI  > 110,5.5,Per 2 ends,1,2036.00,1.35,1.15,1.1,
BTC,Carbon Steel / KSI  > 110,6.25,Per 2 ends,1,2227.00,1.35,1.15,1.1,
BTC,Carbon Steel / KSI  > 110,7,Per 2 ends,1,1551.00,1.35,1.15,1.1,
BTC,Carbon Steel / KSI  > 110,7.625,Per 2 ends,1,710.00,1.35,1.15,1.1,
BTC,Carbon Steel / KSI  > 110,8.625,Per 2 ends,1,1005.00,1.35,1.15,1.1,
BTC,Carbon Steel / KSI  > 110,9.625,Per 2 ends,1,1305.00,1.35,1.15,1.1,
BTC,Carbon Steel / KSI  > 110,10.75,Per 2 ends,1,2075.00,1.35,1.15,1.1,
BTC,Carbon Steel / KSI  > 110,11.75,Per 2 ends,1,2306.00,1.35,1.15,1.1,
BTC,Carbon Steel / KSI  > 110,13.375,Per 2 ends,1,1519.00,1.35,1.15,1.1,
BTC,Carbon Steel / KSI  > 110,16,Per 2 ends,1,709.00,1.35,1.15,1.1,
SEC,Carbon Steel / KSI  > 110,2.375,Per 2 ends,1,1000.00,1.35,1.15,1.1,
SEC,Carbon Steel / KSI  > 110,2.875,Per 2 ends,1,1951.00,1.35,1.15,1.1,
SEC,Carbon Steel / KSI  > 110,3.5,Per 2 ends,1,2026.00,1.35,1.15,1.1,
SEC,Carbon Steel / KSI  > 110,4,Per 2 ends,1,1224.00,1.35,1.15,1.1,
SEC,Carbon Steel / KSI  > 110,4.5,Per 2 ends,1,2170.00,1.35,1.15,1.1,
SEC,Carbon Steel / KSI  > 110,5,Per 2 ends,1,2216.00,1.35,1.15,1.1,
SEC,Carbon Steel / KSI  > 110,5.5,Per 2 ends,1,1133.00,1.35,1.15,1.1,
SEC,Carbon Steel / KSI  > 110,6.625,Per 2 ends,1,918.00,1.35,1.15,1.1,
SEC,Carbon Steel / KSI  > 110,7,Per 2 ends,1,1904.00,1.35,1.15,1.1,
SEC,Carbon Steel / KSI  > 110,7.625,Per 2 ends,1,1663.00,1.35,1.15,1.1,
SEC,Carbon Steel / KSI  > 110,8.625,Per 2 ends,1,1731.00,1.35,1.15,1.1,
SEC,Carbon Steel / KSI  > 110,9.625,Per 2 ends,1,2007.00,1.35,1.15,1.1,
SEC,Carbon Steel / KSI  > 110,9.875,Per 2 ends,1,2063.00,1.35,1.15,1.1,
SEC,Carbon Steel / KSI  > 110,10.75,Per 2 ends,1,1486.00,1.35,1.15,1.1,
SEC,Carbon Steel / KSI  > 110,11.75,Per 2 ends,1,845.00,1.35,1.15,1.1,
SEC,Carbon Steel / KSI  > 110,13.375,Per 2 ends,1,1844.00,1.35,1.15,1.1,
Torq DQW,Carbon Steel / KSI  > 110,4.5,Per 2 ends,1,2116.00,1.35,1.15,1.1,
Torq DQW,Carbon Steel / KSI  > 110,5.5,Per 2 ends,1,2339.00,1.35,1.15,1.1,
Torq QXW,Carbon Steel / KSI  > 110,4.5,Per 2 ends,1,2306.00,1.35,1.15,1.1,
Torq QXW,Carbon Steel / KSI  > 110,5,Per 2 ends,1,923.00,1.35,1.15,1.1,
Torq QXW,Carbon Steel / KSI  > 110,5.5,Per 2 ends,1,1587.00,1.35,1.15,1.1,
Torq QXW,Carbon Steel / KSI  > 110,7,Per 2 ends,1,2463.00,1.35,1.15,1.1,
Torq QXW,Carbon Steel / KSI  > 110,9.625,Per 2 ends,1,742.00,1.35,1.15,1.1,
Torq SFW,Carbon Steel / KSI  > 110,4.5,Per 2 ends,1,1567.00,1.35,1.15,1.1,
Torq SFW,Carbon Steel / KSI  > 110,5,Per 2 ends,1,964.00,1.35,1.15,1.1,
Torq SFW,Carbon Steel / KSI  > 110,5.5,Per 2 ends,1,1781.00,1.35,1.15,1.1,
Torq SFW,Carbon Steel / KSI  > 110,6.625,Per 2 ends,1,1331.00,1.35,1.15,1.1,
TSH W461,Carbon Steel / KSI  > 110,4.5,Per 2 ends,1,1360.00,1.35,1.15,1.1,
TSH W461,Carbon Steel / KSI  > 110,5,Per 2 ends,1,1862.00,1.35,1.15,1.1,
TSH W461,Carbon Steel / KSI  > 110,5.5,Per 2 ends,1,2409.00,1.35,1.15,1.1,
TSH W461,Carbon Steel / KSI  > 110,6,Per 2 ends,1,2322.00,1.35,1.15,1.1,
TSH W461,Carbon Steel / KSI  > 110,7,Per 2 ends,1,2444.00,1.35,1.15,1.1,
TSH W461,Carbon Steel / KSI  > 110,7.625,Per 2 ends,1,1933.00,1.35,1.15,1.1,
TSH W461,Carbon Steel / KSI  > 110,7.827,Per 2 ends,1,754.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,2.375,Per 2 ends,1,2262.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,2.875,Per 2 ends,1,2246.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,3.5,Per 2 ends,1,1693.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,4,Per 2 ends,1,1322.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,4.5,Per 2 ends,1,1463.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,5,Per 2 ends,1,1611.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,5.5,Per 2 ends,1,557.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,6,Per 2 ends,1,528.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,6.625,Per 2 ends,1,1560.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,6.65,Per 2 ends,1,2411.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,7,Per 2 ends,1,594.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,7.25,Per 2 ends,1,963.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,7.625,Per 2 ends,1,2330.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,8.625,Per 2 ends,1,2152.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,9.625,Per 2 ends,1,1646.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,9.75,Per 2 ends,1,709.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,9.875,Per 2 ends,1,1131.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,10.75,Per 2 ends,1,1851.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,11.75,Per 2 ends,1,2337.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,13.375,Per 2 ends,1,2373.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,13.5,Per 2 ends,1,1658.00,1.35,1.15,1.1,
TSH 3SB,Carbon Steel / KSI  > 110,13.625,Per 2 ends,1,967.00,1.35,1.15,1.1,
TSH BIG FLUSH,Carbon Steel / KSI  > 110,16,Per 2 ends,1,1648.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,2.375,Per 2 ends,1,682.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,2.875,Per 2 ends,1,623.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,3.5,Per 2 ends,1,764.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,4,Per 2 ends,1,2286.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,4.5,Per 2 ends,1,2448.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,5,Per 2 ends,1,1069.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,5.5,Per 2 ends,1,1311.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,6,Per 2 ends,1,2198.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,6.625,Per 2 ends,1,692.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,7,Per 2 ends,1,848.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,7.25,Per 2 ends,1,1634.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,7.625,Per 2 ends,1,1164.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,7.75,Per 2 ends,1,521.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,8.625,Per 2 ends,1,2317.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,9.625,Per 2 ends,1,1290.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,9.875,Per 2 ends,1,2105.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,10.25,Per 2 ends,1,2391.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,10.75,Per 2 ends,1,1124.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,11.75,Per 2 ends,1,1733.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,11.875,Per 2 ends,1,672.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,13.375,Per 2 ends,1,690.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,13.625,Per 2 ends,1,2453.00,1.35,1.15,1.1,
TSH BLUE,Carbon Steel / KSI  > 110,14,Per 2 ends,1,1235.00,1.35,1.15,1.1,
TSH BLUE HW,Carbon Steel / KSI  > 110,7.625,Per 2 ends,1,904.00,1.35,1.15,1.1,
TSH BLUE HW,Carbon Steel / KSI  > 110,8.625,Per 2 ends,1,1920.00,1.35,1.15,1.1,
TSH BLUE HW,Carbon Steel / KSI  > 110,9.625,Per 2 ends,1,1825.00,1.35,1.15,1.1,
TSH BLUE HW,Carbon Steel / KSI  > 110,10.125,Per 2 ends,1,2039.00,1.35,1.15,1.1,
TSH BLUE HW,Carbon Steel / KSI  > 110,10.175,Per 2 ends,1,916.00,1.35,1.15,1.1,
TSH BLUE HW,Carbon Steel / KSI  > 110,10.75,Per 2 ends,1,2283.00,1.35,1.15,1.1,
TSH BLUE HW,Carbon Steel / KSI  > 110,10.875,Per 2 ends,1,2258.00,1.35,1.15,1.1,
TSH BLUE HW,Carbon Steel / KSI  > 110,11.75,Per 2 ends,1,1798.00,1.35,1.15,1.1,
TSH BLUE HW,Carbon Steel / KSI  > 110,14,Per 2 ends,1,1701.00,1.35,1.15,1.1,
TSH BLUE LW,Carbon Steel / KSI  > 110,8.625,Per 2 ends,1,1939.00,1.35,1.15,1.1,
TSH BLUE MAX DL,Carbon Steel / KSI  > 110,7,Per 2 ends,1,1829.00,1.35,1.15,1.1,
TSH BLUE MAX DL,Carbon Steel / KSI  > 110,9.875,Per 2 ends,1,2274.00,1.35,1.15,1.1,
TSH BLUE MAX DL,Carbon Steel / KSI  > 110,10,Per 2 ends,1,594.00,1.35,1.15,1.1,
TSH BLUE MAX DL,Carbon Steel / KSI  > 110,10.125,Per 2 ends,1,870.00,1.35,1.15,1.1,
TSH BLUE MAX DL,Carbon Steel / KSI  > 110,10.75,Per 2 ends,1,504.00,1.35,1.15,1.1,
TSH BLUE MAX DL,Carbon Steel / KSI  > 110,11.875,Per 2 ends,1,1579.00,1.35,1.15,1.1,
TSH BLUE MAX DL,Carbon Steel / KSI  > 110,13.625,Per 2 ends,1,2306.00,1.35,1.15,1.1,
TSH BLUE MAX DL,Carbon Steel / KSI  > 110,14,Per 2 ends,1,2369.00,1.35,1.15,1.1,
TSH BLUE MAX DL,Carbon Steel / KSI  > 110,16,Per 2 ends,1,910.00,1.35,1.15,1.1,
TSH BLUE MAX DL,Carbon Steel / KSI  > 110,18.625,Per 2 ends,1,526.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,5,Per 2 ends,1,1834.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,5.5,Per 2 ends,1,2130.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,7,Per 2 ends,1,1694.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,7.625,Per 2 ends,1,1150.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,7.75,Per 2 ends,1,1337.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,8.625,Per 2 ends,1,1903.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,9.625,Per 2 ends,1,2173.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,9.875,Per 2 ends,1,566.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,10,Per 2 ends,1,1906.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,10.75,Per 2 ends,1,1222.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,11.75,Per 2 ends,1,1907.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,11.875,Per 2 ends,1,1818.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,13.375,Per 2 ends,1,765.00,1.35,1.15,1.1,
TSH BLUE NF,Carbon Steel / KSI  > 110,13.625,Per 2 ends,1,1602.00,1.35,1.15,1.1,
TSH BLUE QUICK SEAL,Carbon Steel / KSI  > 110,18.625,Per 2 ends,1,1734.00,1.35,1.15,1.1,
TSH BLUE QUICK SEAL,Carbon Steel / KSI  > 110,20,Per 2 ends,1,2192.00,1.35,1.15,1.1,
TSH BLUE RISER,Carbon Steel / KSI  > 110,7.625,Per 2 ends,1,1900.00,1.35,1.15,1.1,
TSH BLUE RISER,Carbon Steel / KSI  > 110,8.625,Per 2 ends,1,653.00,1.35,1.15,1.1,
TSH BLUE RISER,Carbon Steel / KSI  > 110,9.625,Per 2 ends,1,1564.00,1.35,1.15,1.1,
TSH BLUE RISER,Carbon Steel / KSI  > 110,10.75,Per 2 ends,1,1633.00,1.35,1.15,1.1,
TSH BLUE RISER,Carbon Steel / KSI  > 110,11,Per 2 ends,1,1147.00,1.35,1.15,1.1,
TSH BLUE RISER,Carbon Steel / KSI  > 110,14,Per 2 ends,1,1914.00,1.35,1.15,1.1,
TSH BLUE RISER,Carbon Steel / KSI  > 110,16.08,Per 2 ends,1,1142.00,1.35,1.15,1.1,
TSH BLUE TL,Carbon Steel / KSI  > 110,2.375,Per 2 ends,1,2162.00,1.35,1.15,1.1,
TSH BLUE TL,Carbon Steel / KSI  > 110,2.875,Per 2 ends,1,1729.00,1.35,1.15,1.1,
TSH BLUE TL,Carbon Steel / KSI  > 110,3.5,Per 2 ends,1,1189.00,1.35,1.15,1.1,
TSH BLUE TL,Carbon Steel / KSI  > 110,4.5,Per 2 ends,1,2321.00,1.35,1.15,1.1,
TSH BLUE TL,Carbon Steel / KSI  > 110,5.5,Per 2 ends,1,1051.00,1.35,1.15,1.1,
TSH BLUE TL,Carbon Steel / KSI  > 110,6.625,Per 2 ends,1,650.00,1.35,1.15,1.1,
TSH BLUE TL,Carbon Steel / KSI  > 110,7,Per 2 ends,1,1274.00,1.35,1.15,1.1,
TSH BLUE TL,Carbon Steel / KSI  > 110,8.625,Per 2 ends,1,1486.00,1.35,1.15,1.1,
TSH BLUE TL,Carbon Steel / KSI  > 110,9.625,Per 2 ends,1,2128.00,1.35,1.15,1.1,
TSH BLUE TL,Carbon Steel / KSI  > 110,10.75,Per 2 ends,1,795.00,1.35,1.15,1.1,
TSH CS,Carbon Steel / KSI  > 110,0.75,Per 2 ends,1,880.00,1.35,1.15,1.1,
TSH CS,Carbon Steel / KSI  > 110,1,Per 2 ends,1,978.00,1.35,1.15,1.1,
TSH CS,Carbon Steel / KSI  > 110,1.25,Per 2 ends,1,2092.00,1.35,1.15,1.1,
TSH CS,Carbon Steel / KSI  > 110,1.5,Per 2 ends,1,806.00,1.35,1.15,1.1,
TSH CS,Carbon Steel / KSI  > 110,2.063,Per 2 ends,1,845.00,1.35,1.15,1.1,
TSH CS,Carbon Steel / KSI  > 110,2.375,Per 2 ends,1,2187.00,1.35,1.15,1.1,
TSH CS,Carbon Steel / KSI  > 110,2.875,Per 2 ends,1,2005.00,1.35,1.15,1.1,
TSH CS,Carbon Steel / KSI  > 110,3.5,Per 2 ends,1,1410.00,1.35,1.15,1.1,
TSH CS,Carbon Steel / KSI  > 110,4,Per 2 ends,1,854.00,1.35,1.15,1.1,
TSH CS,Carbon Steel / KSI  > 110,4.5,Per 2 ends,1,1645.00,1.35,1.15,1.1,
TSH CS,Carbon Steel / KSI  > 110,5,Per 2 ends,1,604.00,1.35,1.15,1.1,
TSH CS,Carbon Steel / KSI  > 110,5.5,Per 2 ends,1,1219.00,1.35,1.15,1.1,
TSH CS,Carbon Steel / KSI  > 110,6.625,Per 2 ends,1,805.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,7,Per 2 ends,1,1396.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,8.625,Per 2 ends,1,2256.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,9.625,Per 2 ends,1,2419.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,9.872,Per 2 ends,1,729.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,10.75,Per 2 ends,1,1568.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,11.875,Per 2 ends,1,860.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,13.375,Per 2 ends,1,1758.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,13.5,Per 2 ends,1,1531.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,13.625,Per 2 ends,1,1404.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,14,Per 2 ends,1,1703.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,15,Per 2 ends,1,2426.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,16,Per 2 ends,1,2411.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,18.625,Per 2 ends,1,2110.00,1.35,1.15,1.1,
TSH ER,Carbon Steel / KSI  > 110,20,Per 2 ends,1,856.00,1.35,1.15,1.1,
TSH HW,Carbon Steel / KSI  > 110,5,Per 2 ends,1,1657.00,1.35,1.15,1.1,
TSH HW,Carbon Steel / KSI  > 110,5.5,Per 2 ends,1,1040.00,1.35,1.15,1.1,
TSH HW,Carbon Steel / KSI  > 110,6.625,Per 2 ends,1,1230.00,1.35,1.15,1.1,
TSH HW,Carbon Steel / KSI  > 110,7,Per 2 ends,1,2314.00,1.35,1.15,1.1,
TSH HW,Carbon Steel / KSI  > 110,7.625,Per 2 ends,1,1793.00,1.35,1.15,1.1,
TSH HW,Carbon Steel / KSI  > 110,8.625,Per 2 ends,1,755.00,1.35,1.15,1.1,
TSH HW,Carbon Steel / KSI  > 110,9.625,Per 2 ends,1,2128.00,1.35,1.15,1.1,
TSH HW,Carbon Steel / KSI  > 110,10.75,Per 2 ends,1,913.00,1.35,1.15,1.1,
TSH HW,Carbon Steel / KSI  > 110,14,Per 2 ends,1,887.00,1.35,1.15,1.1,
TSH MAC,Carbon Steel / KSI  > 110,5.5,Per 2 ends,1,1985.00,1.35,1.15,1.1,
TSH MAC,Carbon Steel / KSI  > 110,7,Per 2 ends,1,1415.00,1.35,1.15,1.1,
TSH MAC,Carbon Steel / KSI  > 110,7.625,Per 2 ends,1,2143.00,1.35,1.15,1.1,
TSH MAC,Carbon Steel / KSI  > 110,7.75,Per 2 ends,1,839.00,1.35,1.15,1.1,
TSH MAC,Carbon Steel / KSI  > 110,9.625,Per 2 ends,1,2354.00,1.35,1.15,1.1,
TSH MAC,Carbon Steel / KSI  > 110,10.75,Per 2 ends,1,1104.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,5.5,Per 2 ends,1,728.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,6.625,Per 2 ends,1,1417.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,7,Per 2 ends,1,1938.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,7.625,Per 2 ends,1,2299.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,7.75,Per 2 ends,1,1867.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,8.063,Per 2 ends,1,581.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,8.625,Per 2 ends,1,1527.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,9.625,Per 2 ends,1,623.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,9.875,Per 2 ends,1,681.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,10.75,Per 2 ends,1,1093.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,11.75,Per 2 ends,1,1760.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,13.375,Per 2 ends,1,925.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,13.625,Per 2 ends,1,869.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,14,Per 2 ends,1,1189.00,1.35,1.15,1.1,
TSH MAC II,Carbon Steel / KSI  > 110,16,Per 2 ends,1,947.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,2.375,Per 2 ends,1,1565.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,2.875,Per 2 ends,1,1843.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,3.5,Per 2 ends,1,914.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,4,Per 2 ends,1,1448.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,4.5,Per 2 ends,1,1330.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,5,Per 2 ends,1,1292.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,5.5,Per 2 ends,1,1802.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,6.625,Per 2 ends,1,1097.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,7,Per 2 ends,1,575.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,7.625,Per 2 ends,1,1965.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,7.75,Per 2 ends,1,1473.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,8.625,Per 2 ends,1,1694.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,9.625,Per 2 ends,1,1347.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,9.875,Per 2 ends,1,1781.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,10.75,Per 2 ends,1,1494.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,11.75,Per 2 ends,1,1284.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,11.875,Per 2 ends,1,1102.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,13.375,Per 2 ends,1,986.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,13.5,Per 2 ends,1,1614.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,13.625,Per 2 ends,1,2230.00,1.35,1.15,1.1,
TSH MS,Carbon Steel / KSI  > 110,14,Per 2 ends,1,1874.00,1.35,1.15,1.1,
TSH MS 28,Carbon Steel / KSI  > 110,7,Per 2 ends,1,1522.00,1.35,1.15,1.1,
TSH PH4,Carbon Steel / KSI  > 110,2.875,Per 2 ends,1,2410.00,1.35,1.15,1.1,
TSH PH4,Carbon Steel / KSI  > 110,3.5,Per 2 ends,1,2408.00,1.35,1.15,1.1,
TSH PH4,Carbon Steel / KSI  > 110,4,Per 2 ends,1,1833.00,1.35,1.15,1.1,
TSH PH4,Carbon Steel / KSI  > 110,4.5,Per 2 ends,1,1090.00,1.35,1.15,1.1,
TSH PH6,Carbon Steel / KSI  > 110,2.375,Per 2 ends,1,1108.00,1.35,1.15,1.1,
TSH PH6,Carbon Steel / KSI  > 110,2.875,Per 2 ends,1,2223.00,1.35,1.15,1.1,
TSH PH6,Carbon Steel / KSI  > 110,3.5,Per 2 ends,1,2194.00,1.35,1.15,1.1,
TSH PH6,Carbon Steel / KSI  > 110,4,Per 2 ends,1,1483.00,1.35,1.15,1.1,
TSH PH6,Carbon Steel / KSI  > 110,4.5,Per 2 ends,1,2059.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,4.5,Per 2 ends,1,1604.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,5,Per 2 ends,1,1184.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,5.5,Per 2 ends,1,1511.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,6.625,Per 2 ends,1,1314.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,7,Per 2 ends,1,1965.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,7.625,Per 2 ends,1,2273.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,7.75,Per 2 ends,1,878.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,8.625,Per 2 ends,1,1818.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,9.625,Per 2 ends,1,1636.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,9.75,Per 2 ends,1,1996.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,9.875,Per 2 ends,1,2233.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,10,Per 2 ends,1,1101.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,10.75,Per 2 ends,1,1934.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,11.75,Per 2 ends,1,1720.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,11.875,Per 2 ends,1,1350.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,12,Per 2 ends,1,1897.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,12.063,Per 2 ends,1,899.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,13.375,Per 2 ends,1,2257.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,13.5,Per 2 ends,1,2113.00,1.35,1.15,1.1,
TSH SLX,Carbon Steel / KSI  > 110,13.625,Per 2 ends,1,2318.00,1.35,1.15,1.1,
TSH TPN,Carbon Steel / KSI  > 110,5.5,Per 2 ends,1,946.00,1.35,1.15,1.1,
